tid	readthrough_novelty	gid	max_tpm	log2_max_tpm
TALONG000084529[1,1,1]	Novel	TALONG000084529	9.007941539845243	3.1711974645796617
TALONG000084534[1,1,1]	Novel	TALONG000084534	8.559042414334684	3.097449396933778
TALONG000084534[1,2,1]	Novel	TALONG000084534	5.827353012304456	2.5428407096340444
TALONG000084534[1,3,1]	Novel	TALONG000084534	4.135740518125572	2.0481456718818363
TALONG000084652[1,1,1]	Novel	TALONG000084652	17.898800183761015	4.161790976960527
TALONG000084652[1,2,1]	Novel	TALONG000084652	16.96127458324735	4.084172682585483
TALONG000085036[1,1,1]	Novel	TALONG000085036	6.541022959925021	2.709516278506554
TALONG000088419[1,1,1]	Novel	TALONG000088419	7.000137669374165	2.80738329533908
TALONG000090071[1,1,1]	Novel	TALONG000090071	1.9711541304549227	0.9790405894453844
TALONG000090071[1,1,2]	Novel	TALONG000090071	3.9423082609098454	1.9790405894453844
TALONG000092062[1,1,1]	Novel	TALONG000092062	11.841226074379815	3.565746564354934
TALONG000093022[1,1,1]	Novel	TALONG000093022	2.8900926660045143	1.531115751079551
TALONG000093022[1,1,2]	Novel	TALONG000093022	5.317202123690528	2.4106673088701664
TALONG000093027[1,1,1]	Novel	TALONG000093027	14.221676109859603	3.8300196001317603
TALONG000098911[1,1,1]	Novel	TALONG000098911	1.0698803017918355	0.09744939693377797
TALONG000098911[1,1,3]	Novel	TALONG000098911	3.5448014157936854	1.8257048081490104
TALONG000098911[1,1,4]	Novel	TALONG000098911	1.5724333563432749	0.6529988733776969
TALONG000099063[1,1,1]	Novel	TALONG000099063	2.0586340139863597	1.0416873689993715
TALONG000099063[1,1,2]	Novel	TALONG000099063	6.110437605099527	2.611275703791914
TALONG000105193[1,1,1]	Novel	TALONG000105193	7.293283482635687	2.8665684712911816
TALONG000108553[1,1,1]	Novel	TALONG000108553	1.3858371599761914	0.4707577464385698
TALONG000113876[1,1,1]	Novel	TALONG000113876	2.786811692347136	1.478615521388523
TALONG000113876[1,1,2]	Novel	TALONG000113876	1.6720870154082819	0.741649927222317
TALONG000115801[1,1,1]	Novel	TALONG000115801	11.538936410075337	3.528438346026284
TALONG000116055[1,1,1]	Novel	TALONG000116055	1.831059157859272	0.8726784024795948
TALONG000116055[1,1,2]	Novel	TALONG000116055	8.035101340204685	3.006316219555474
TALONG000117472[1,1,1]	Novel	TALONG000117472	14.62289462106358	3.8701570178123634
TALONG000118926[1,1,1]	Novel	TALONG000118926	6.419281810751013	2.682411897654934
TALONG000118944[1,1,1]	Novel	TALONG000118944	10.660276186435437	3.414172910811765
TALONG000118944[2,1,1]	Novel	TALONG000118944	2.3077872820150676	1.2065102511389219
TALONG000120028[1,1,1]	Novel	TALONG000120028	6.265991332045324	2.6475427739822073
TALONG000123354[1,1,1]	Novel	TALONG000123354	3.0131630025767566	1.59127872027663
TALONG000123354[1,1,2]	Novel	TALONG000123354	2.978383741769024	1.5745296460223086
TALONG000123354[1,2,1]	Novel	TALONG000123354	4.254833916812891	2.0891028188520666
TALONG000123354[1,2,2]	Novel	TALONG000123354	3.1118524235106673	1.6377736435767707
TALONG000124583[1,1,1]	Novel	TALONG000124583	1.378580172708524	0.4631831711606803
TALONG000124583[1,1,2]	Novel	TALONG000124583	3.148109088276127	1.6544855339801423
TALONG000124583[2,1,1]	Novel	TALONG000124583	5.683368191324907	2.5067461819723738
TALONG000124583[2,1,2]	Novel	TALONG000124583	3.148109088276127	1.6544855339801423
TALONG000124583[3,2,3]	Novel	TALONG000124583	6.296218176552254	2.6544855339801425
TALONG000124583[4,2,3]	Novel	TALONG000124583	7.232218085125617	2.8544381823970975
TALONG000132167[1,1,1]	Novel	TALONG000132167	4.449480597298275	2.1536369353067295
TALONG000132472[1,1,1]	Novel	TALONG000132472	6.391532497746985	2.676161887638872
TALONG000132900[1,1,1]	Novel	TALONG000132900	7.658701050263204	2.9370997254070166
TALONG000134134[1,1,1]	Novel	TALONG000134134	8.742557897589677	3.1280554452025364
TALONG000135610[1,1,1]	Novel	TALONG000135610	3.878242574377421	1.9554030432349414
TALONG000135610[1,1,2]	Novel	TALONG000135610	36.367445026970096	5.184575668566586
TALONG000135610[1,1,3]	Novel	TALONG000135610	3.878242574377421	1.9554030432349414
TALONG000135610[1,1,4]	Novel	TALONG000135610	4.8478032179717765	2.277331138122304
TALONG000135610[1,2,3]	Novel	TALONG000135610	2.1575205773525066	1.1093743191738
TALONG000135610[1,2,4]	Novel	TALONG000135610	13.273564369202298	3.7304839265808463
TALONG000135610[1,3,2]	Novel	TALONG000135610	5.877961757980803	2.5553159728458423
TALONG000135610[1,3,3]	Novel	TALONG000135610	2.0446594517450145	1.0318605751028571
TALONG000135610[1,3,4]	Novel	TALONG000135610	14.134395486039457	3.821138276751689
TALONG000135610[1,3,5]	Novel	TALONG000135610	1.378580172708524	0.4631831711606803
TALONG000135610[1,3,6]	Novel	TALONG000135610	1.9391212871887105	0.9554030432349415
TALONG000136058[1,1,1]	Novel	TALONG000136058	5.293150557315822	2.4041266902856093
TALONG000136431[1,1,1]	Novel	TALONG000136431	297.87730045458665	8.218574377916191
TALONG000136431[2,2,5]	Novel	TALONG000136431	332.73277385726084	8.37822016706438
TALONG000136431[2,3,4]	Novel	TALONG000136431	430.0918813203179	8.748501088112707
TALONG000136431[2,4,3]	Novel	TALONG000136431	10.511557052688776	3.3939044831038
TALONG000136431[2,5,3]	Novel	TALONG000136431	10.792655813571981	3.4319780160253845
